title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,percent_clausulae
Bellum Iugurthinum NO SPEECHES,1076,21,8,8,0,63.0,16.0,13.0,22.0,55.0,61.0,13.0,7.0,6.0,30.0,20.0,13.0,17.0,18.0,78.0,8.0,8.0,36.0,9.0,9.0,268.0,99.0,131.0,39.0,3.0,1042.0,13.0,1.0
Bellum Iugurthinum SPEECHES,247,245,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Catilinae Coniuratio NO SPEECHES,490,16,12,2,1,25.0,7.0,7.0,12.0,25.0,24.0,4.0,3.0,2.0,7.0,8.0,2.0,5.0,3.0,62.0,6.0,8.0,13.0,3.0,7.0,97.0,59.0,55.0,19.0,8.0,471.0,3.0,1.0
Catilinae Coniuratio SPEECHES,216,214,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
"Historiae FRAGMENTS (no speeches, no letters)",631,165,3,8,29,34.0,6.0,2.0,17.0,36.0,29.0,2.0,1.0,2.0,2.0,8.0,4.0,4.0,9.0,50.0,3.0,4.0,24.0,1.0,3.0,118.0,31.0,53.0,9.0,2.0,454.0,12.0,1.0
Historiae SPEECHES,260,6,1,1,1,19.0,3.0,1.0,6.0,14.0,20.0,3.0,0.0,1.0,4.0,6.0,0.0,4.0,4.0,24.0,2.0,0.0,4.0,0.0,0.0,70.0,19.0,40.0,7.0,1.0,252.0,2.0,1.0
Historiae SPEECHES AND LETTERS,186,4,1,1,1,12.0,2.0,1.0,4.0,10.0,20.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,18.0,2.0,0.0,3.0,0.0,0.0,48.0,10.0,29.0,5.0,1.0,180.0,2.0,1.0
ad caesarem de re publ,239,4,1,3,0,16.0,1.0,4.0,14.0,6.0,8.0,3.0,2.0,4.0,4.0,4.0,0.0,10.0,4.0,17.0,3.0,3.0,7.0,1.0,4.0,51.0,28.0,31.0,5.0,2.0,232.0,3.0,1.0
in m tullium ciceronem,48,2,1,1,0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,46.0,0.0,1.0
