-------uu-u-x,---u-u-----x,--u---uu---ux,--u-uu-u-u-ux,-u----u--uu-x,-u-x,-uu-u-ux,-uu-uu-u----x,-uu-uu-uu---x,abbrev_excluded,bracket_excluded,other_excluded,short_excluded,total,total_clausulae,total_excluded,u----u-u-uu-x,uu----uux,uuu--ux
1,1,1,1,1,1,1,1,1,4,62,64,1,142,142,130,1,1,1
