------u-u-uux,-----uu----ux,----u----u--x,----u---u-u-x,----u-uuu--ux,---u---u-u--x,---u-u--uu-x,---u-uu--u--x,---u-uuuuu-ux,---u-uux,--u-u---u-uux,--u-u---uu-ux,--u-u-uu-u--x,--u-uu-uuuuux,--uu----u-uux,--uu---u--u-x,--uu-uu-u-uux,--uu-uu-uuu-x,--uuu---u--ux,--uuu-u-u-uux,--uuuuu-uu-ux,-u------u---x,-u----u----ux,-u---u---uu-x,-u--u---u--ux,-u--u--u-uuux,-u--uuu-u-uux,-u--x,-u-u----u--ux,-u-u---uuu--x,-u-u-u--u--ux,-u-u-uu-uuu-x,-u-uu-u-uuu-x,-uu--u-uuu-ux,-uu-u---u--ux,-uu-u---uu-ux,-uu-uuu-u--ux,-uuu--uu---ux,-uuuuu---uu-x,abbrev_excluded,bracket_excluded,other_excluded,short_excluded,total,total_clausulae,total_excluded,u----------ux,u-----u-uux,u----u---u--x,u----uu---uux,u----uu-uuuux,u---u-------x,u---u-u-u--ux,u--u-uu-uuu-x,u--uu-u-u-uux,u-u--uuu-x,u-u-u--uuu--x,u-u-u-uu----x,u-uu---u-uu-x,u-uu-uu--u--x,uu--u---u-uux,uu--u--uuu-ux,uu--u-u--u--x,uu-u----u-ux,uu-u--u-u-uux,uu-uu---u--ux,uu-uu---uu--x,uu-uuu-u-uuux,uuu-----u-uux,uuuu-u---u--x
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,63,63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
