title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,total_unartistic,percent_clausulae
de grammaticis et rhetoribus,199,18,6,12,0,28.0,0.0,4.0,6.0,13.0,12.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,3.0,45.0,2.0,1.0,7.0,1.0,1.0,20.0,10.0,11.0,2.0,2.0,105.0,76.0,121.0,1.0
de historicis,6,0,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0
de poetis,113,6,2,2,1,7.0,5.0,2.0,4.0,14.0,9.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,22.0,0.0,0.0,4.0,0.0,3.0,10.0,6.0,9.0,2.0,0.0,72.0,35.0,62.0,1.0
de vita caesarum,4155,368,32,155,83,731.0,82.0,95.0,199.0,301.0,202.0,37.0,16.0,24.0,50.0,51.0,60.0,56.0,74.0,797.0,23.0,50.0,168.0,16.0,19.0,323.0,107.0,170.0,66.0,16.0,2320.0,1467.0,2149.0,1.0
fragmenta,71,16,1,4,8,4.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,15.0,4.0,4.0,1.0,0.0,26.0,29.0,53.0,1.0
prata,248,26,0,24,1,20.0,6.0,9.0,10.0,10.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,6.0,24.0,1.0,0.0,13.0,0.0,1.0,50.0,13.0,19.0,9.0,3.0,104.0,118.0,212.0,1.0
