-----u-uu-u-x,----u--u-u--x,--u--u-----ux,--uu-------ux,-u---u--u-uux,-uuuu--u--u-x,abbrev_excluded,bracket_excluded,other_excluded,short_excluded,total,total_clausulae,total_excluded,u-----u--uuux,uu-u----u---x
1,1,1,1,1,1,0,0,1,0,8,8,0,1,1
