----------u-x,--------u---x,--------u-u-x,-------uuuu-x,------u----ux,------u-uu--x,------uu--uux,-----u-u-x,-----u-uu---x,-----uu--u--x,----u----u--x,----u--u-u--x,----u-uuu-uux,----uu----u-x,----uu--u--ux,----uuu---u-x,----ux,----x,---u-------ux,---u------u-x,---u--u----ux,---u--u--uu-x,---u-u------x,---u-u--u-u-x,---u-u-u--u-x,---u-uuuuu--x,---uu---u-u-x,---uuu-u--u-x,--u---u---u-x,--u---u-u-u-x,--u---uu--u-x,--u--u--uuu-x,--u--uu---u-x,--u-u-----u-x,--u-u--u--u-x,--u-uu--u-u-x,--u-uu-u-u--x,--u-uu-uuu--x,--u-uuu--u--x,--uu------u-x,--uu------uux,--uu---u-uu-x,--uu-u-u-u--x,--uuuu--u-u-x,--uuuu--uu--x,-u------u---x,-u-----u--u-x,-u----uu--u-x,-u----uu--uux,-u---u-u--uux,-u---uu---uux,-u---x,-u--u--uuu--x,-u--u-u-u-u-x,-u--u-uu-u--x,-u--u-uuu---x,-u--uu-uuu--x,-u-u------u-x,-u-u--u-uuu-x,-u-u--u-uuuux,-u-u--uu--u-x,-u-u-uuu----x,-u-uu---u-uux,-u-uu--x,-u-uu-u--u--x,-u-uuu------x,-uu-----uuu-x,-uu----u---ux,-uu----x,-uu---u-----x,-uu---u-uuu-x,-uu--uuu-uux,-uu-u------ux,-uu-uu--u-u-x,-uuu-----u--x,-uuu----u-u-x,-uuu----uux,-uuu--u-uuu-x,-uuuuu---uu-x,-uuuux,abbrev_excluded,bracket_excluded,other_excluded,short_excluded,total,total_clausulae,total_excluded,u-------u-u-x,u------u--ux,u-----x,u----uu---uux,u---u--u--u-x,u---uuu---u-x,u---x,u--u-----u--x,u--u----u-u-x,u--u----uu-ux,u--u---u--u-x,u--u---uuuu-x,u--u-u-u--u-x,u--u-uu-u-u-x,u--uu----u--x,u--ux,u-u--u--u---x,u-u--uu---u-x,u-u-u----u--x,u-uu---uuu--x,u-uu--uuu-uux,u-uuuu--u---x,uu--------u-x,uu------u-uux,uu----u-uuu-x,uu---u--u---x,uu---u-u----x,uu---u-u--u-x,uu--u-----u-x,uu--u---x,uu--u--u--u-x,uu--u-u-u---x,uu--u-u-u--ux,uu--uu--u---x,uu-u------u-x,uu-uu-------x,uu-uu-u--ux,uu-uuu-uu-uux,uu-x,uuu----u--u-x,uuu----u--x,uuu--u-u--u-x,uuu--u-x,uuu-uu--u--ux,uuuu--u-----x,uuuu--u--uuux,uuuu-u--u-x,uuuuu-uuu---x
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,137,137,6,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
