--u--uuu--u-x,-u-uuuu-u-u-x,abbrev_excluded,bracket_excluded,other_excluded,short_excluded,total,total_clausulae,total_excluded,u-----u---u-x,u-u-u-u-uu--x
1,1,0,0,1,0,4,4,0,1,1
