title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,percent_clausulae
satyrica,2655,241,1,46,32,327.0,46.0,36.0,110.0,112.0,124.0,28.0,21.0,18.0,46.0,19.0,25.0,27.0,45.0,306.0,16.0,28.0,140.0,7.0,16.0,439.0,196.0,188.0,41.0,6.0,2367.0,47.0,1.0
satyrica frr,57,7,0,2,0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,1.0,2.0,10.0,11.0,0.0,0.0,48.0,2.0,1.0
satyrica no verse,2341,227,1,45,31,315.0,44.0,32.0,108.0,111.0,117.0,26.0,20.0,17.0,35.0,17.0,21.0,24.0,31.0,283.0,13.0,28.0,138.0,7.0,15.0,429.0,78.0,120.0,37.0,6.0,2072.0,42.0,1.0
