title,total_clausulae,total_excluded,abbrev_excluded,bracket_excluded,short_excluded,cretic-trochee (-u--x),cretic-trochee 1 res (uuu--x),cretic-trochee 1 res (-uuu-x),cretic-trochee 1 res (-u-uux),double/molossus-cretic pure double-cretic (-u--ux),double/molossus-cretic pure molossus-cretic (----ux),double/molossus-cretic 1 res (uuu--ux),double/molossus-cretic 1 res (-uuu-ux),double/molossus-cretic 1 res (-u-uuux),double/molossus-cretic molossus not chor 1 res (uu---ux),double/molossus-cretic molossus not chor 1 res (--uu-ux),double/molossus-cretic molossus not chor 1 res (---uuux),double/molossus-cretic chor res (-uu--ux),double/molossus-cretic ep res (-u---ux),double trochee (-u-x),double trochee 1 res (uuu-x),double trochee 1 res (-uuux),hypodochmiac (-u-ux),hypodochmiac 1 res (uuu-ux),hypodochmiac 1 res (-uuuux),spondaic (---x),heroic (-uu-x),first paeon (-uux),choriamb trochee (-uu--x),short sequence (uuuuux),total_artistic,misc_clausulae,percent_clausulae
de arboribus,534,22,1,1,19,32.0,5.0,8.0,15.0,22.0,33.0,1.0,2.0,3.0,9.0,3.0,4.0,10.0,12.0,89.0,4.0,8.0,33.0,3.0,6.0,95.0,31.0,56.0,5.0,6.0,495.0,17.0,1.0
de re rustica,6245,467,9,23,430,554.0,85.0,136.0,192.0,272.0,405.0,74.0,60.0,55.0,114.0,97.0,89.0,83.0,109.0,875.0,59.0,67.0,294.0,17.0,58.0,1033.0,265.0,547.0,117.0,33.0,5690.0,88.0,1.0
